Kingdom,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Genus,Species,Infraorder,Subgenus
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Palaemonidae, Palaemoninae, Palaemon, adspersus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Palaemonidae, Palaemoninae, Palaemon, elegans, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Palaemonidae, Palaemoninae, Palaemon, longirostris, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Palaemonidae, Palaemoninae, Palaemon, serratus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Palaemonidae, Palaemoninae, Palaemonetes, varians, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Galatheidae, Galatheinae, Galathea, dispersa, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Galatheidae, Galatheinae, Galathea, intermedia, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Galatheidae, Galatheinae, Galathea, squamifera, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Galatheidae, Galatheinae, Galathea, strigosa, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Galatheidae, Galatheinae, Munida, rugosa, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Grapsidae, Grapsinae, Hemigrapsus, penicillatus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Grapsidae, Grapsinae, Pachygrapsus, transversus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Grapsidae, Grapsinae, Planes, minutus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Grapsidae, Varuninae, Eriocheir, sinensis, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Achaeus, cranchii, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Dorhynchus, thomsoni, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Inachus, dorsettensis, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Inachus, leptochirus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Inachus, phalangium, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Macropodia, deflexa, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Macropodia, linaresi, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Macropodia, parva, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Macropodia, rostrata, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Inachinae, Macropodia, tenuirostris, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Majinae, Maja, squinado, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Oregoninae, Hyas, araneus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Oregoninae, Hyas, coarctatus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Pisinae, Eurynome, aspera, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Pisinae, Eurynome, spinosa, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Pisinae, Pisa, armata, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Majidae, Pisinae, Pisa, tetraodon, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Carcininae, Carcinus, maenas, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Carcininae, Portumnus, latipes, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Carcininae, Xaiva, biguttata, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Pirimelinae, Pirimela, denticulata, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Bathynectes, longipes, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Bathynectes, maravigna, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Liocarcinus, arcuatus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Liocarcinus, corrugatus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Liocarcinus, depurator, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Liocarcinus, holsatus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Liocarcinus, marmoreus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Liocarcinus, pusillus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Liocarcinus, vernalis, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Macropipus, tuberculatus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Necora, puber, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Polybiinae, Polybius, henslowii, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Portunidae, Portuninae, Callinectes, sapidus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Alpheidae,NA, Alpheus, glaber, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Alpheidae,NA, Athanas, nitescens, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Crangon, allmani, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Crangon, crangon, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Pontophilus, bispinosus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Pontophilus, echinulatus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Pontophilus, fasciatus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Pontophilus, norvegicus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Pontophilus, sculptus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Pontophilus, spinosus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Crangonidae,NA, Pontophilus, trispinosus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Caridion, gordoni, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Caridion, steveni, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Eualus, gaimardii, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Eualus, occultus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Eualus, pusiolus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Hippolyte, varians, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Lebbeus, polaris, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Spirontocaris, lilljeborgi, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Spirontocaris, spinus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Hippolytidae,NA, Thoralus, cranchii, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Pandalidae,NA, Dichelopandalus, bonnieri, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Pandalidae,NA, Pandalina, brevirostris, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Pandalidae,NA, Pandalus, borealis, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Pandalidae,NA, Pandalus, montagui, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Pandalidae,NA, Pandalus, propinquus, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Processidae,NA, Processa, canaliculata, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Processidae,NA, Processa, edulis, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Processidae,NA, Processa, modica, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Dendrobranchiata,NA, Processidae,NA, Processa, nouveli, Caridea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Axiidae,NA, Calocaris, macandreae, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Callianassidae,NA, Callianassa, subterranea, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Callianassidae,NA, Callianassa, tyrrhena, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Lithodidae,NA, Lithodes, maja, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Anapagurus, chiroacanthus, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Anapagurus, hyndmanni, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Anapagurus, laevis, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Diogenes, pugilator, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Pagurus, bernhardus, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Pagurus, cuanensis, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Pagurus, prideaux, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Pagurus, pubescens, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Paguridae,NA, Pagurus, variabilis, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Porcellanidae,NA, Pisidia, longicornis, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Porcellanidae,NA, Porcellana, platycheles, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Upogebiidae,NA, Upogebia, deltaura, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Upogebiidae,NA, Upogebia, pusilla, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Upogebiidae,NA, Upogebia, stellata, Anomura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Nephropidae,NA, Homarus, gammarus, Astacidea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Nephropidae,NA, Nephrops, norvegicus, Astacidea,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Atelecyclidae,NA, Atelecyclus, rotundatus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Atelecyclidae,NA, Thia, scutellata, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Cancridae,NA, Cancer, bellianus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Cancridae,NA, Cancer, pagurus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Corystidae,NA, Corystes, cassivelaunus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Dromiidae,NA, Dromia, personata, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Geryonidae,NA, Geryon, tridens, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Goneplacidae,NA, Goneplax, rhomboides, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Homolidae,NA, Paromola, cuvieri, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Leucosiidae,NA, Ebalia, cranchii, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Leucosiidae,NA, Ebalia, tuberosa, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Leucosiidae,NA, Ebalia, tumefacta, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Pinnotheridae,NA, Pinnotheres, pinnotheres, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Pinnotheridae,NA, Pinnotheres, pisum, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Xanthidae,NA, Monodaeus, couchi, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Xanthidae,NA, Pilumnus, hirtellus, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Xanthidae,NA, Pilumnus, spinifer, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Xanthidae,NA, Rhithropanopeus, harrisii, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Malacostraca, Eucarida, Decapoda, Pleocyemata,NA, Xanthidae,NA, Xantho, pilipes, Brachyura,NA
 Animalia, Arthropoda,NA, Crustacea, Ostracoda,NA, Podocopida, Podocopina, Cypridacea, Candonidae, Paracypridinae, Paracypris, polita,NA,NA
 Animalia, Arthropoda,NA, Crustacea, Ostracoda,NA, Podocopida, Podocopina, Cytheracea, Cytheruridae, Cytheropterinae, Cytheropteron, latissimum,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Aclididae,NA, Aclis, Aclis minor,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Aclididae,NA, Aclis, Aclis walleri,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Scissurellidae,NA, Anatoma, Anatoma crispata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Calliostoma, Calliostoma occidentale,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Calliostoma, Calliostoma zizyphinum,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Cerithiopsidae,NA, Cerithiella, Cerithiella metula,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Cerithiopsidae,NA, Cerithiopsis, Cerithiopsis tubercularis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Triphoridae,NA, Cheirodonta, Cheirodonta pallescens,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Clelandella, Clelandella miliaris,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Skeneidae,NA, Dikoleps, Dikoleps pusilla,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Epitoniidae,NA, Epitonium, Epitonium clathratulum,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Epitoniidae,NA, Epitonium, Epitonium clathrus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Epitoniidae,NA, Epitonium, Epitonium trevelyanum,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Epitoniidae,NA, Epitonium, Epitonium turtonis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Eulimidae,NA, Eulima, Eulima bilineata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Eulimidae,NA, Eulima, Eulima glabra,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Gibbula, Gibbula cineraria,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Gibbula, Gibbula magus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Gibbula, Gibbula pennanti,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Gibbula, Gibbula tumida,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Gibbula, Gibbula umbilicalis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Eulimidae,NA, Haliella, Haliella stenostoma,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Haliotidae,NA, Haliotis, Haliotis tuberculata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Jujubinus, Jujubinus exasperatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Jujubinus, Jujubinus montagui,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Jujubinus, Jujubinus striatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Margarites, Margarites groenlandicus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Margarites, Margarites helicinus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Triphoridae,NA, Marshallora, Marshallora adversa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Eulimidae,NA, Melanella, Melanella alba,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Eulimidae,NA, Melanella, Melanella lubrica,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Eulimidae,NA, Melanella, Melanella monterosatoi,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Trochidae,NA, Osilinus, Osilinus lineatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Eulimidae,NA, Pelseneeria, Pelseneeria minor,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Skeneidae,NA, Skenea, Skenea serpuloides,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Neritidae,NA, Theodoxus, Theodoxus fluviatilis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA, Scissurelloidea, Tricoliidae,NA, Tricolia, Tricolia picta,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa, Ptenoglossa,NA, Eulimidae,NA, Vitreolina, Vitreolina philippi,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea,NA,NA, Mysidae, Erythropini, Anchialina, agilis,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea,NA,NA, Mysidae, Erythropini, Erythrops, elegans,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea,NA,NA, Mysidae, Gastrosaccinae, Gastrosaccus, lobatus,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea,NA,NA, Mysidae, Gastrosaccinae, Gastrosaccus, normani,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea,NA,NA, Mysidae, Gastrosaccinae, Gastrosaccus, sanctus,NA,NA
